,Make,Model,Price (£),Mileage,Registration Year,Registration Month,Gearbox,Fuel Type,N of Owners
409,Renault,Twingo,10250,7603,2016,11,Manual,Petrol,3
410,Ford,Focus,10250,38357,2017,7,Manual,Petrol,4
411,Nissan,Pulsar,10250,30125,2018,6,Manual,Diesel,4
412,Ford,Fiesta,10250,31265,2018,9,Manual,Petrol,2
413,Ford,Fiesta,10300,83873,2020,3,Manual,Diesel,1
414,Vauxhall,Corsa,10300,2631,2017,11,Manual,Petrol,1
415,Smart,fortwo,10300,13442,2016,9,Automatic,Petrol,3
416,Hyundai,i20,10300,20409,2017,3,Manual,Petrol,1
417,Vauxhall,Insignia,10300,66354,2015,6,Automatic,Diesel,5
418,Fiat,500,10300,6773,2018,3,Manual,Petrol,2
419,Vauxhall,Astra,10300,56644,2017,3,Manual,Petrol,2
420,Dacia,Logan MCV,10300,26500,2016,12,Manual,Diesel,3
421,Renault,Twingo,10300,11859,2018,2,Manual,Petrol,2
422,Fiat,500,10300,11305,2019,3,Manual,Diesel,2
423,Fiat,500,10300,11305,2019,3,Manual,Diesel,2
424,Vauxhall,Crossland X,10300,34000,2018,8,Manual,Petrol,2
425,Peugeot,208,10300,33185,2019,12,Manual,Petrol,1
426,Vauxhall,Corsa,10300,15760,2019,3,Manual,Petrol,2
427,Vauxhall,Mokka X,10300,53663,2017,9,Manual,Petrol,2
428,Vauxhall,Mokka X,10300,50870,2019,3,Manual,Petrol,2
429,Vauxhall,Mokka X,10300,50557,2019,6,Manual,Petrol,2
430,Ford,Fiesta,10300,66570,2020,1,Manual,Petrol,1
431,Vauxhall,Mokka X,10300,60194,2019,6,Manual,Petrol,1
432,Fiat,500,10300,39387,2016,10,Manual,Petrol,2
433,Peugeot,208,10300,35300,2018,10,Manual,Diesel,3
434,Vauxhall,Mokka X,10300,33838,2017,3,Manual,Petrol,4
435,Citroen,C3,10350,36462,2017,3,Manual,Petrol,3
436,Peugeot,2008,10350,48053,2016,6,Manual,Diesel,4
437,Citroen,C4 Cactus,10350,39158,2017,12,Manual,Petrol,2
438,Ford,Fiesta,10350,30830,2016,3,Manual,Petrol,2
439,Fiat,500,10350,9974,2018,9,Manual,Petrol,1
440,Vauxhall,Astra,10350,38799,2018,12,Manual,Petrol,1
441,Ford,EcoSport,10350,26844,2017,11,Manual,Diesel,2
442,Vauxhall,Mokka X,10350,53712,2019,6,Manual,Petrol,1
443,Vauxhall,Corsa,10350,16218,2019,9,Manual,Petrol,1
444,Toyota,AYGO,10350,10507,2019,3,Manual,Petrol,3
445,Nissan,Juke,10350,23123,2016,10,Manual,Petrol,3
446,Renault,Clio,10400,32115,2018,3,Manual,Petrol,2
447,Mini,Hatch,10400,57984,2016,9,Manual,Diesel,3
448,Vauxhall,Mokka,10400,28654,2015,11,Manual,Petrol,2
449,Peugeot,2008,10400,36683,2016,6,Manual,Diesel,2
450,Toyota,AYGO,10400,54148,2018,3,Automatic,Petrol,2
451,Renault,Captur,10400,55158,2019,9,Manual,Petrol,1
452,Vauxhall,ADAM,10400,14061,2018,4,Manual,Petrol,2
453,Dacia,Sandero Stepway,10400,5811,2019,9,Manual,Diesel,1
454,Peugeot,308,10400,21687,2016,3,Manual,Petrol,2
455,Nissan,Juke,10400,55719,2019,1,Manual,Petrol,1
456,Vauxhall,Mokka X,10400,55776,2019,3,Manual,Petrol,2
457,Ford,Fiesta,10400,19907,2017,8,Manual,Petrol,2
458,Vauxhall,Mokka X,10400,34300,2016,11,Manual,Petrol,2
459,Peugeot,3008,10400,46887,2016,9,Manual,Diesel,2
460,Peugeot,208,10450,25884,2018,10,Manual,Petrol,1
461,Vauxhall,Astra,10450,48913,2018,12,Manual,Petrol,2
462,Seat,Ibiza,10450,55613,2016,9,Manual,Petrol,2
463,Vauxhall,Astra,10450,38221,2017,3,Manual,Petrol,2
464,Toyota,Yaris,10450,7214,2015,12,Manual,Petrol,2
465,Vauxhall,Mokka X,10450,64188,2017,9,Manual,Diesel,1
466,Smart,fortwo,10450,16862,2018,10,Manual,Petrol,1
467,Renault,Captur,10450,51912,2019,9,Manual,Petrol,1
468,Volkswagen,up!,10450,6526,2018,9,Manual,Petrol,1
469,Ford,Fiesta,10450,38507,2018,5,Manual,Petrol,1
470,Peugeot,108,10500,34551,2018,1,Automatic,Petrol,1
471,Ford,Fiesta,10500,31223,2018,3,Manual,Petrol,2
472,Hyundai,i10,10500,6170,2019,4,Manual,Petrol,2
473,DS,DS 3,10500,25760,2018,6,Manual,Petrol,2
474,Peugeot,RCZ,10500,48966,2015,9,Manual,Diesel,3
475,Nissan,Juke,10500,32629,2016,3,Manual,Petrol,3
476,Fiat,500,10500,12670,2019,3,Manual,Petrol,1
477,Vauxhall,Corsa,10500,13260,2019,11,Manual,Petrol,2
478,Vauxhall,Mokka X,10500,35469,2017,9,Manual,Petrol,3
479,Peugeot,108,10500,2114,2020,3,Manual,Petrol,1
480,Skoda,Fabia,10500,30162,2017,1,Manual,Petrol,2
481,Vauxhall,Corsa,10500,23489,2019,7,Manual,Petrol,1
482,Ford,Fiesta,10500,75484,2020,9,Manual,Petrol,1
483,Vauxhall,Mokka X,10500,52077,2019,3,Manual,Petrol,2
484,Vauxhall,Insignia,10500,57097,2016,9,Automatic,Diesel,2
485,Vauxhall,Mokka X,10500,46472,2019,6,Manual,Petrol,2
486,Vauxhall,Mokka X,10500,50213,2019,6,Manual,Petrol,1
487,Vauxhall,Corsa,10500,14225,2019,11,Manual,Petrol,1
488,Nissan,Juke,10500,48735,2018,3,Manual,Diesel,3
489,Peugeot,208,10550,25884,2018,10,Manual,Petrol,1
490,Volkswagen,up!,10550,24670,2018,6,Manual,Petrol,2
491,Kia,Picanto,10550,8124,2021,3,Manual,Petrol,1
492,Vauxhall,Corsa,10550,17142,2019,5,Manual,Petrol,1
493,Toyota,AYGO,10550,12713,2019,3,Manual,Petrol,2
494,Vauxhall,Corsa,10550,13387,2018,3,Manual,Petrol,1
495,Ford,Fiesta,10550,62806,2016,7,Manual,Petrol,2
496,Jeep,Renegade,10550,62917,2016,5,Manual,Diesel,3
497,Volkswagen,Polo,10550,42510,2016,11,Manual,Petrol,2
498,Renault,Captur,10550,29557,2018,8,Manual,Petrol,1
499,Vauxhall,Corsa,10550,30147,2019,9,Manual,Petrol,2
500,Vauxhall,Mokka X,10550,52586,2019,3,Manual,Petrol,2
501,Volkswagen,Polo,10550,32680,2017,2,Manual,Petrol,2
502,Vauxhall,Crossland X,10550,23671,2017,11,Manual,Diesel,2
503,Ford,EcoSport,10550,23282,2017,3,Manual,Petrol,1
504,Fiat,500,10550,6638,2019,6,Manual,Petrol,2
505,Toyota,AYGO,10550,7196,2021,12,Manual,Petrol,2
506,Nissan,Qashqai,10550,40080,2017,3,Manual,Diesel,2
507,Peugeot,308,10600,27573,2016,1,Manual,Petrol,2
508,Mini,Coupe,10600,26044,2015,11,Manual,Petrol,4
509,Peugeot,2008,10600,42175,2016,12,Manual,Petrol,2
510,Fiat,500,10600,16473,2019,6,Manual,Petrol,1
511,Ford,Fiesta,10600,60246,2019,7,Manual,Diesel,1
512,Peugeot,308,10600,30261,2016,2,Manual,Diesel,2
513,Toyota,AYGO,10600,14387,2019,12,Manual,Petrol,1
514,Fiat,Tipo,10600,29693,2019,7,Manual,Petrol,1
515,Vauxhall,Astra,10600,36387,2018,11,Manual,Petrol,2
516,Skoda,Rapid Spaceback,10600,31216,2018,3,Manual,Petrol,2
517,Vauxhall,Mokka X,10600,51268,2019,4,Manual,Petrol,2
518,Suzuki,Swift,10600,34300,2020,12,Manual,Petrol,n/a
519,Ford,Ka+,10600,25997,2018,9,Manual,Petrol,2
520,Vauxhall,Corsa,10600,19807,2019,5,Manual,Petrol,2
521,Ford,Focus,10600,43704,2017,9,Manual,Petrol,2
522,Ford,Ka+,10600,7320,2019,12,Manual,Petrol,4
523,Fiat,500,10650,23449,2020,1,Manual,Petrol,2
524,Hyundai,i40,10650,60977,2017,9,Manual,Diesel,3
525,Ford,Fiesta,10650,33484,2016,9,Manual,Petrol,3
526,Citroen,C3,10650,26528,2018,4,Manual,Petrol,1
527,Vauxhall,Astra,10650,40156,2018,11,Manual,Diesel,1
528,Peugeot,308,10650,20929,2017,4,Manual,Petrol,2
529,Ford,EcoSport,10650,27819,2017,7,Manual,Diesel,2
530,Vauxhall,Astra,10650,38047,2018,6,Manual,Petrol,2
531,Vauxhall,Astra,10650,40335,2018,2,Manual,Diesel,2
532,Volkswagen,Polo,10650,54775,2016,6,Manual,Petrol,3
533,Vauxhall,Mokka X,10650,56901,2019,6,Manual,Petrol,1
534,Citroen,C1,10650,8730,2021,5,Manual,Petrol,2
535,Vauxhall,Corsa,10650,12745,2019,3,Manual,Petrol,2
536,Vauxhall,Corsa,10650,14696,2019,6,Manual,Petrol,1
537,Mazda,Mazda2,10650,6673,2017,5,Manual,Petrol,1
538,Vauxhall,Corsa,10650,10051,2019,3,Manual,Petrol,2
539,Vauxhall,Cascada,10650,21645,2016,4,Manual,Diesel,5
540,Nissan,Juke,10700,56282,2017,9,Manual,Petrol,3
541,Dacia,Sandero Stepway,10700,9193,2018,9,Manual,Petrol,1
542,Ford,Focus,10700,49777,2017,1,Manual,Petrol,2
543,Nissan,Juke,10700,37568,2017,1,Manual,Petrol,2
544,Skoda,Fabia,10700,24312,2019,9,Manual,Petrol,1
545,Fiat,500,10700,25338,2019,3,Manual,Petrol,3
546,Nissan,Micra,10700,22309,2018,1,Manual,Petrol,2
547,Ford,Fiesta,10700,24589,2018,10,Manual,Petrol,2
548,Ford,Fiesta,10700,47727,2019,7,Manual,Diesel,1
549,Vauxhall,Mokka X,10700,50455,2019,3,Manual,Petrol,2
550,Vauxhall,Mokka X,10700,52272,2019,3,Manual,Petrol,2
551,Ford,Ka+,10700,18764,2018,12,Manual,Petrol,5
552,Vauxhall,Corsa,10700,18394,2019,11,Manual,Petrol,1
553,Ford,Ka+,10700,20768,2019,10,Manual,Petrol,2
554,Vauxhall,Corsa,10700,15818,2019,11,Manual,Petrol,1
555,Vauxhall,Mokka X,10700,56442,2019,6,Manual,Petrol,1
556,Vauxhall,Astra,10700,32495,2019,5,Manual,Petrol,1
557,Ford,Fiesta,10700,28907,2018,6,Manual,Petrol,3
558,Vauxhall,Corsa,10700,24492,2019,3,Manual,Petrol,1
559,Vauxhall,Mokka X,10700,20932,2018,12,Manual,Petrol,1
560,Volkswagen,Golf,10700,74263,2018,4,Manual,Petrol,1
561,Ford,Fiesta,10700,66749,2019,9,Manual,Petrol,2
562,Peugeot,208,10750,9737,2017,1,Manual,Petrol,2
563,Skoda,Citigo,10750,27586,2016,12,Automatic,Petrol,3
564,Vauxhall,Astra,10750,26536,2017,3,Manual,Petrol,2
565,DS,DS 5,10750,42529,2016,2,Manual,Diesel,4
566,Vauxhall,Mokka X,10750,51663,2019,4,Manual,Petrol,2
567,Vauxhall,Mokka X,10750,51929,2019,5,Manual,Petrol,2
568,Vauxhall,Mokka X,10750,58835,2019,6,Manual,Petrol,1
569,Volkswagen,Golf,10750,64585,2016,11,Manual,Diesel,3
570,Citroen,C3,10750,12418,2018,9,Manual,Petrol,1
571,Vauxhall,Corsa,10750,22237,2019,9,Manual,Petrol,2
572,Ford,Ka+,10750,6980,2019,6,Manual,Petrol,2
573,Hyundai,i10,10750,4525,2018,9,Manual,Petrol,2
574,Nissan,Micra,10750,22967,2019,4,Manual,Petrol,2
575,Ford,Focus,10750,60941,2018,3,Manual,Petrol,3
576,Vauxhall,Corsa,10800,14052,2018,3,Manual,Petrol,1
577,Seat,Ibiza,10800,38182,2018,4,Manual,Petrol,1
578,Volkswagen,Polo,10800,44929,2017,1,Manual,Petrol,2
579,Fiat,500X,10800,40547,2016,3,Automatic,Petrol,2
580,Vauxhall,Mokka X,10800,60833,2019,3,Manual,Petrol,2
581,Kia,Picanto,10800,8056,2021,3,Manual,Petrol,1
582,Mini,Hatch,10800,29287,2016,8,Manual,Petrol,3
583,Peugeot,208,10800,30215,2019,12,Manual,Diesel,1
584,Ford,Fiesta,10800,21498,2019,6,Manual,Petrol,3
585,Ford,Fiesta,10800,35512,2017,5,Manual,Petrol,4
586,Citroen,C1,10800,4236,2021,11,Manual,Petrol,1
587,Volvo,V40,10850,60544,2016,3,Manual,Petrol,2
588,Vauxhall,Corsa,10850,16535,2017,9,Manual,Petrol,1
589,Nissan,Juke,10850,30091,2018,11,Manual,Diesel,1
590,Fiat,500,10850,9250,2021,1,Manual,Petrol,n/a
591,MG,MG3,10850,17156,2019,9,Manual,Petrol,1
592,Ford,Fiesta,10850,45181,2019,7,Manual,Diesel,1
593,Renault,Captur,10850,36653,2019,4,Manual,Diesel,1
594,Vauxhall,Mokka X,10850,50015,2019,4,Manual,Petrol,2
595,Volkswagen,Polo,10850,38829,2017,3,Manual,Petrol,2
596,Seat,Ibiza,10850,42221,2019,8,Manual,Petrol,1
597,Fiat,500,10850,5866,2019,9,Manual,Petrol,1
598,Vauxhall,Mokka X,10850,30824,2018,3,Manual,Petrol,2
599,Jeep,Cherokee,10900,61987,2015,3,Manual,Diesel,4
600,Hyundai,ix20,10900,29849,2018,3,Manual,Diesel,2
601,Vauxhall,Crossland X,10900,58397,2018,6,Manual,Petrol,1
602,Vauxhall,Corsa,10900,23224,2018,8,Manual,Petrol,2
603,Volkswagen,Passat,10900,90072,2017,1,Manual,Diesel,1
604,Ford,Fiesta,10900,50941,2019,7,Manual,Petrol,1
605,Volkswagen,Polo,10900,63719,2016,9,Manual,Petrol,3
606,Nissan,Leaf,10900,46520,2015,10,Automatic,Electric,n/a
607,Nissan,Qashqai,10900,61030,2016,1,Manual,Diesel,1
608,Nissan,Qashqai,10900,80422,2019,11,Manual,Diesel,1
609,Fiat,500,10900,23772,2016,6,Automatic,Petrol,2
610,Vauxhall,Mokka X,10900,52474,2019,6,Manual,Petrol,1
611,Vauxhall,Astra,10900,29263,2019,1,Manual,Petrol,3
612,Fiat,500,10900,18175,2016,9,Automatic,Petrol,4
613,Nissan,Leaf,10900,22904,2016,3,Automatic,Electric,n/a
614,Nissan,Qashqai,10900,50314,2015,12,Manual,Petrol,3
615,Ford,Focus,10950,62005,2017,6,Manual,Petrol,3
616,BMW,1 Series,10950,70714,2016,9,Manual,Diesel,1
617,Nissan,Micra,10950,21733,2018,3,Manual,Petrol,3
618,Fiat,500,10950,19564,2019,9,Manual,Petrol,2
619,Skoda,Fabia,10950,21271,2019,9,Manual,Petrol,1
620,Vauxhall,Mokka,10950,48390,2016,5,Automatic,Petrol,2
621,Vauxhall,Corsa,10950,22220,2019,6,Manual,Petrol,1
622,Mini,Countryman,10950,57260,2016,12,Manual,Diesel,3
623,Kia,Venga,10950,15026,2018,6,Manual,Diesel,3
624,Nissan,Micra,10950,33721,2019,6,Manual,Petrol,1
625,Ford,Focus,10950,38388,2017,12,Manual,Petrol,3
626,Seat,Ibiza,10950,23500,2017,3,Manual,Petrol,2
627,Mini,Hatch,10950,36786,2017,1,Manual,Diesel,2
628,Nissan,Qashqai,10950,52334,2016,1,Manual,Diesel,2
629,Smart,fortwo,10950,14515,2018,8,Automatic,Petrol,3
630,Nissan,Pulsar,10950,37265,2017,5,Manual,Diesel,3
631,Mazda,Mazda2,10950,19589,2018,10,Manual,Petrol,2
632,Vauxhall,Mokka X,10950,27965,2019,4,Manual,Petrol,2
633,Honda,Jazz,10950,22516,2015,9,Manual,Petrol,2
634,Citroen,C3,11000,31202,2018,6,Manual,Petrol,2
635,Kia,Sportage,11000,60997,2015,12,Manual,Diesel,3
636,Dacia,Duster,11000,25211,2018,5,Manual,Petrol,3
637,Volkswagen,Polo,11000,35643,2016,11,Manual,Petrol,2
638,Ford,Focus,11000,20094,2016,9,Manual,Petrol,2
639,Ford,Kuga,11000,61642,2016,8,Manual,Diesel,2
640,Citroen,C3,11000,11733,2018,10,Manual,Petrol,1
641,Fiat,500,11000,17961,2019,12,Manual,Petrol,2
642,Vauxhall,Astra,11000,21186,2018,4,Manual,Petrol,1
643,Citroen,C1,11050,25459,2017,1,Automatic,Petrol,5
644,Vauxhall,Astra GTC,11050,50359,2016,9,Manual,Petrol,2
645,Ford,Fiesta,11050,45000,2017,12,Manual,Petrol,2
646,Fiat,500,11050,5298,2019,7,Manual,Petrol,2
647,Volkswagen,Polo,11050,43537,2017,3,Manual,Petrol,2
648,Ford,Fiesta,11050,37851,2018,3,Manual,Petrol,2
649,Ford,Ka+,11050,8360,2019,9,Manual,Petrol,1
650,Fiat,500,11050,14097,2021,3,Manual,Petrol,n/a
651,Vauxhall,Astra,11050,24743,2019,3,Manual,Petrol,1
652,Ford,Focus,11100,55097,2018,3,Manual,Petrol,2
653,Mazda,Mazda2,11100,12851,2016,3,Manual,Petrol,2
654,Nissan,Juke,11100,37822,2016,9,Manual,Diesel,1
655,Suzuki,Vitara,11100,45708,2016,4,Manual,Petrol,1
656,Peugeot,3008,11100,36913,2016,9,Manual,Petrol,3
657,Dacia,Duster,11100,37675,2018,5,Manual,Diesel,2
658,Fiat,Tipo,11100,36742,2019,3,Manual,Diesel,3
659,Vauxhall,Astra,11100,43288,2018,3,Manual,Petrol,2
660,Nissan,Juke,11100,39379,2017,9,Manual,Petrol,1
661,Volkswagen,Golf,11100,65337,2017,1,Manual,Diesel,1
662,Volkswagen,Polo,11100,40426,2017,9,Manual,Petrol,2
663,Ford,Fiesta,11100,47874,2018,7,Manual,Petrol,2
664,Honda,Jazz,11100,14678,2017,5,Manual,Petrol,3
665,Nissan,Micra,11100,13772,2017,2,Automatic,Petrol,2
666,Ford,Focus,11100,98705,2020,3,Manual,Diesel,1
667,Nissan,Juke,11100,33234,2018,6,Manual,Diesel,2
668,Nissan,Juke,11100,38592,2019,5,Manual,Petrol,1
669,Suzuki,Swift,11150,8861,2018,11,Manual,Petrol,1
670,Nissan,Leaf,11150,25095,2015,9,Automatic,Electric,n/a
671,Ford,Fiesta,11150,42173,2019,7,Manual,Diesel,1
672,Vauxhall,Mokka X,11150,55976,2019,6,Manual,Petrol,1
673,Fiat,Panda,11150,11076,2019,3,Manual,Petrol,2
674,Suzuki,Swift,11150,13425,2019,10,Manual,Petrol,2
675,Suzuki,SX4 S-Cross,11150,21605,2016,3,Manual,Petrol,2
676,Skoda,Octavia,11150,53434,2019,6,Manual,Petrol,2
677,Vauxhall,Astra,11150,46416,2016,9,Automatic,Petrol,3
678,Mini,Hatch,11150,32372,2016,5,Manual,Petrol,2
679,Vauxhall,Mokka X,11150,28721,2019,9,Manual,Petrol,1
680,Peugeot,3008,11150,52807,2016,1,Automatic,Diesel,3
681,Volkswagen,Golf,11150,80105,2019,4,Manual,Diesel,1
682,Nissan,Pulsar,11150,25195,2017,3,Manual,Petrol,4
683,Renault,Clio,11200,5239,2017,11,Manual,Petrol,1
684,Vauxhall,ADAM,11200,4601,2017,9,Manual,Petrol,1
685,Renault,Captur,11200,23155,2018,2,Manual,Petrol,2
686,Ford,Fiesta,11200,56587,2018,7,Manual,Petrol,2
687,Renault,Captur,11200,39487,2018,11,Manual,Diesel,2
688,Volkswagen,Polo,11200,32938,2016,3,Manual,Petrol,3
689,Honda,Jazz,11200,21283,2015,9,Automatic,Petrol,5
690,Hyundai,i30,11200,37109,2018,3,Manual,Petrol,3
691,Skoda,Octavia,11200,55948,2019,7,Manual,Petrol,2
692,Citroen,C3,11200,45721,2019,4,Manual,Petrol,1
693,Kia,Picanto,11200,6159,2021,3,Manual,Petrol,1
694,Peugeot,208,11200,28720,2019,12,Manual,Petrol,1
695,Nissan,Qashqai,11200,53979,2016,12,Manual,Petrol,3
696,Honda,Jazz,11200,8077,2016,9,Manual,Petrol,3
697,Volkswagen,Polo,11200,10843,2016,12,Manual,Petrol,2
698,Vauxhall,Mokka X,11200,26807,2017,3,Manual,Petrol,2
699,Citroen,C1,11200,4605,2021,12,Manual,Petrol,1
700,Ford,Fiesta,11250,36844,2017,9,Manual,Petrol,2
701,Mini,Hatch,11250,42949,2016,6,Manual,Diesel,2
702,Peugeot,208,11250,37768,2016,9,Manual,Petrol,2
703,Vauxhall,Zafira Tourer,11250,55819,2017,12,Manual,Diesel,2
704,Vauxhall,Astra,11250,39445,2019,1,Manual,Petrol,1
705,Ford,Focus,11250,26773,2015,9,Automatic,Petrol,2
706,Renault,Captur,11250,28141,2019,6,Manual,Petrol,2
707,Kia,Picanto,11250,23230,2020,1,Manual,Petrol,3
708,Skoda,Octavia,11250,52467,2019,9,Manual,Petrol,2
709,Skoda,Octavia,11250,62821,2019,6,Automatic,Petrol,2
710,Renault,Twingo,11250,6851,2019,4,Automatic,Petrol,4
711,Peugeot,208,11250,12805,2019,5,Manual,Petrol,1
712,Ford,EcoSport,11250,32161,2018,3,Manual,Petrol,2
713,Citroen,C1,11250,2595,2021,11,Manual,Petrol,1
714,BMW,1 Series,11250,62223,2016,6,Manual,Diesel,3
715,Vauxhall,Corsa,11250,41695,2020,10,Manual,Petrol,1
716,Kia,ProCeed,11250,39198,2018,4,Manual,Petrol,2
717,Kia,Sportage,11250,31545,2016,1,Manual,Petrol,6
718,Volkswagen,CC,11250,51882,2016,9,Manual,Diesel,2
719,Ford,EcoSport,11300,28741,2017,3,Manual,Petrol,2
720,Vauxhall,Corsa,11300,29762,2019,4,Manual,Petrol,2
721,Renault,Clio,11300,14172,2019,7,Manual,Petrol,1
722,Ford,EcoSport,11300,31843,2017,3,Manual,Petrol,2
723,Ford,Fiesta,11300,47349,2019,7,Manual,Diesel,1
724,Ford,Fiesta,11300,20773,2017,12,Manual,Petrol,2
725,Hyundai,i40,11300,58967,2016,9,Automatic,Diesel,3
726,Ford,Focus,11300,39577,2017,12,Manual,Petrol,2
727,Vauxhall,Mokka X,11300,37335,2017,10,Manual,Petrol,1
728,Nissan,Pulsar,11300,45141,2017,9,Automatic,Petrol,2
729,Nissan,Qashqai,11300,47380,2016,9,Manual,Petrol,3
730,Nissan,Pulsar,11300,15773,2017,4,Manual,Petrol,2
731,Kia,Rio,11300,10162,2019,8,Manual,Petrol,1
732,Seat,Ateca,11300,82094,2018,5,Manual,Diesel,1
733,Vauxhall,Corsa,11300,9053,2019,7,Manual,Petrol,1
734,Kia,Sportage,11300,95678,2018,9,Manual,Diesel,1
735,Fiat,500,11300,5301,2019,9,Manual,Petrol,3
736,Kia,Picanto,11300,9514,2019,10,Manual,Petrol,1
737,Vauxhall,Crossland X,11300,30827,2019,5,Manual,Petrol,2
738,Renault,Captur,11300,26128,2019,9,Manual,Petrol,2
739,Kia,Picanto,11300,14369,2019,5,Manual,Petrol,1
740,Ford,Focus,11300,14487,2014,10,Automatic,Petrol,4
741,Mini,Hatch,11300,34813,2016,3,Manual,Petrol,3
742,Volkswagen,up!,11300,4174,2019,6,Manual,Petrol,3
743,Vauxhall,Corsa,11350,39914,2016,1,Automatic,Petrol,3
744,Vauxhall,Mokka X,11350,46471,2018,2,Manual,Petrol,2
745,Peugeot,208,11350,16114,2017,3,Automatic,Petrol,2
746,Renault,Captur,11350,37890,2019,5,Manual,Petrol,1
747,Fiat,500,11350,11757,2015,12,Automatic,Petrol,2
748,Vauxhall,Astra,11350,34313,2018,9,Manual,Diesel,1
749,Renault,Kadjar,11350,33597,2017,3,Manual,Petrol,1
750,Renault,Captur,11350,15308,2018,10,Manual,Petrol,1
751,Ford,Fiesta,11350,44131,2018,5,Manual,Petrol,1
752,Vauxhall,Crossland X,11350,17870,2019,3,Manual,Petrol,1
753,Volkswagen,Polo,11350,31390,2017,11,Manual,Petrol,2
754,Citroen,C3,11350,22407,2019,2,Manual,Petrol,1
755,Volkswagen,Polo,11350,25007,2015,6,Manual,Petrol,1
756,Renault,Captur,11350,19763,2019,6,Manual,Petrol,1
757,Kia,Picanto,11400,15017,2016,6,Automatic,Petrol,2
758,Peugeot,108,11400,22165,2017,7,Automatic,Petrol,2
759,Fiat,500,11400,5874,2019,11,Manual,Petrol,1
760,Toyota,Yaris,11400,15654,2017,8,Manual,Petrol,1
761,Nissan,Micra,11400,25989,2019,6,Manual,Petrol,1
762,Ford,Fiesta,11400,64692,2019,4,Manual,Petrol,2
763,Nissan,Qashqai,11400,55476,2015,12,Manual,Petrol,2
764,Kia,Picanto,11400,24966,2019,3,Manual,Petrol,1
765,Seat,Ibiza,11400,23572,2017,4,Manual,Petrol,1
766,Renault,Clio,11400,18737,2019,3,Manual,Petrol,2
767,Suzuki,Swift,11400,3259,2019,12,Manual,Petrol,1
768,Vauxhall,Mokka X,11400,49363,2019,1,Manual,Petrol,1
769,Kia,Picanto,11400,23160,2019,3,Manual,Petrol,1
770,Vauxhall,Mokka X,11400,51852,2019,4,Manual,Petrol,2
771,Vauxhall,Mokka X,11400,49552,2019,6,Manual,Petrol,2
772,Skoda,Octavia,11400,55812,2019,6,Manual,Petrol,2
773,Nissan,Juke,11400,31279,2018,9,Manual,Petrol,2
774,Vauxhall,Astra,11400,24632,2019,4,Manual,Petrol,1
775,Vauxhall,Astra,11400,20542,2018,5,Manual,Petrol,1
776,Ford,Fiesta,11400,19516,2019,1,Manual,Petrol,2
777,Nissan,Qashqai,11400,45240,2015,10,Manual,Diesel,2
778,Vauxhall,Corsa,11400,16477,2020,12,Manual,Petrol,n/a
779,Ford,Fiesta,11400,14982,2017,2,Manual,Petrol,3
780,Fiat,Panda,11400,20670,2019,10,Manual,Petrol,2
781,Mini,Countryman,11400,44635,2016,12,Manual,Diesel,4
782,Vauxhall,Astra,11400,32808,2017,3,Manual,Diesel,5
783,Nissan,Micra,11400,7930,2019,7,Manual,Petrol,3
784,Peugeot,108,11400,2738,2021,11,Manual,Petrol,1
785,Renault,Captur,11450,39571,2015,12,Automatic,Diesel,2
786,Peugeot,5008,11450,55636,2015,9,Manual,Diesel,3
787,Hyundai,i30,11450,52168,2018,11,Manual,Petrol,1
788,Peugeot,2008,11450,28016,2018,9,Manual,Petrol,1
789,Mini,Countryman,11450,35015,2016,9,Manual,Petrol,4
790,Nissan,Leaf,11450,41151,2016,6,Automatic,Electric,n/a
791,Nissan,Juke,11450,28171,2018,6,Manual,Petrol,2
792,Nissan,Juke,11450,42190,2018,6,Manual,Petrol,1
793,Vauxhall,Crossland X,11450,40036,2020,10,Manual,Petrol,1
794,Vauxhall,Mokka X,11450,52202,2019,3,Manual,Petrol,2
795,Nissan,Leaf,11450,51226,2017,7,Automatic,Electric,n/a
796,Nissan,Qashqai,11450,56801,2017,1,Manual,Petrol,1
797,Vauxhall,Mokka X,11450,50643,2019,6,Manual,Petrol,1
798,Ford,Fiesta,11450,53654,2019,3,Manual,Petrol,1
799,Ford,Fiesta,11450,29898,2019,9,Manual,Petrol,2
800,Vauxhall,Crossland X,11450,32836,2019,7,Manual,Diesel,1
801,Honda,Jazz,11450,29896,2019,8,Manual,Petrol,2
802,Ford,Fiesta,11450,48552,2020,1,Manual,Petrol,1
803,Hyundai,TUCSON,11450,76397,2017,9,Manual,Diesel,1
804,Volkswagen,Polo,11450,32950,2018,7,Manual,Petrol,2
805,Honda,Jazz,11500,13637,2016,3,Manual,Petrol,1
806,Ford,Fiesta,11500,18796,2018,9,Manual,Petrol,1
807,Fiat,500X,11500,19472,2018,3,Manual,Petrol,3
808,Volkswagen,Polo,11500,38822,2016,3,Manual,Petrol,1
809,Mazda,Mazda3,11500,48850,2016,12,Manual,Diesel,3
810,Vauxhall,Corsa,11500,8879,2019,5,Manual,Petrol,1
811,Mini,Countryman,11500,50354,2016,3,Manual,Petrol,2
812,Renault,Kadjar,11500,47922,2018,3,Manual,Diesel,1
813,Jeep,Renegade,11500,39154,2016,5,Manual,Diesel,3
814,Nissan,Qashqai,11500,32565,2015,9,Manual,Petrol,2
815,Vauxhall,Mokka X,11500,51899,2019,6,Manual,Petrol,1
816,Dacia,Sandero,11500,11623,2021,8,Manual,Petrol,1
